City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
417,Olinda,BR,-8.0089,-34.8553,78.53,69,75,13.8,broken clouds
418,Henties Bay,NA,-22.116,14.2845,57.42,87,1,3.13,clear sky
419,Moyobamba,PE,-6.05,-76.9667,65.23,99,88,2.06,overcast clouds
420,Dauphin,CA,51.1494,-100.0502,82.54,54,0,12.66,clear sky
421,Qaqortoq,GL,60.7167,-46.0333,46.99,78,97,3.53,overcast clouds
422,San Patricio,US,28.017,-97.5169,95.54,58,30,16.26,scattered clouds
423,Anadyr,RU,64.75,177.4833,55.9,47,0,20.13,clear sky
424,Port Blair,IN,11.6667,92.75,77.04,100,75,2.3,mist
425,Valparaiso,CL,-33.0393,-71.6273,55.04,77,0,2.3,clear sky
426,Itarema,BR,-2.9248,-39.9167,78.26,73,19,14.32,few clouds
427,Santa Cruz,BO,-17.8,-63.1667,73.45,73,75,11.5,broken clouds
428,Gornopravdinsk,RU,60.05,69.9,58.59,72,40,3.2,scattered clouds
429,Acapulco,MX,16.8634,-99.8901,84.24,75,94,7.52,overcast clouds
430,Kargasok,RU,59.0556,80.8572,57.7,76,83,10.29,broken clouds
431,Dzhebariki-Khaya,RU,62.2167,135.8,76.41,46,100,11.72,overcast clouds
432,Sokoni,TZ,-6.4333,39.55,75.63,75,5,14.81,clear sky
433,Ilulissat,GL,69.2167,-51.1,44.19,77,11,4.88,few clouds
434,Prainha,BR,-1.8,-53.48,77.14,79,65,3.85,broken clouds
435,Magadan,RU,59.5667,150.8,59.2,83,94,8.14,overcast clouds
436,Sayat,TM,38.7839,63.8803,87.67,24,0,20.11,clear sky
437,Sibolga,ID,1.7427,98.7792,77.04,81,94,2.55,overcast clouds
438,Summerville,US,33.0185,-80.1757,84.97,83,75,13.8,broken clouds
439,Sao Filipe,CV,14.8961,-24.4956,76.5,80,17,9.28,few clouds
440,Klaksvik,FO,62.2266,-6.589,50.92,87,100,13.42,overcast clouds
441,Yamada,JP,39.4667,141.95,74.32,83,98,1.7,overcast clouds
442,Alirajpur,IN,22.3031,74.3546,73.85,93,100,16.69,overcast clouds
443,Yangshe,CN,31.8899,120.6052,85.01,87,94,2.57,overcast clouds
444,Isangel,VU,-19.55,169.2667,80.71,83,75,2.3,broken clouds
445,Sioux Lookout,CA,50.1001,-91.917,82.47,44,75,8.05,smoke
446,Kozhva,RU,65.1073,57.0459,60.48,86,49,3.49,scattered clouds
447,Buin,CL,-33.7333,-70.75,56.73,68,93,3.04,overcast clouds
448,Mancheral,IN,18.8667,79.4333,74.91,90,88,4.54,overcast clouds
449,Beloha,MG,-25.1667,45.05,61.86,86,0,9.31,clear sky
450,Sao Miguel Do Araguaia,BR,-13.275,-50.1628,75.18,30,0,3.94,clear sky
451,Great Yarmouth,GB,52.6083,1.7305,77.25,58,71,8.66,broken clouds
452,Aklavik,CA,68.2191,-135.0107,67.26,57,100,10.04,overcast clouds
453,Vanavara,RU,60.34,102.2797,59.61,93,100,5.1,overcast clouds
454,San-Pedro,CI,4.7485,-6.6363,74.17,77,94,8.66,overcast clouds
455,Leshukonskoye,RU,64.8989,45.7622,58.41,85,100,5.12,overcast clouds
456,Bac Lieu,VN,9.285,105.7244,80.17,85,76,8.21,broken clouds
457,Hay River,CA,60.8156,-115.7999,76.98,38,75,5.75,broken clouds
458,Methoni,GR,36.8197,21.7049,76.86,54,0,8.72,clear sky
459,San Angelo,US,31.4638,-100.437,107.11,16,1,5.99,clear sky
460,Yatou,CN,37.15,122.3833,78.48,64,18,4.7,few clouds
461,Makat,KZ,47.6469,53.3463,86.11,38,4,6.98,clear sky
462,Naze,JP,28.3667,129.4833,83.32,82,100,16.75,overcast clouds
463,Mackenzie,CA,55.2999,-123.1698,71.82,46,100,9.22,overcast clouds
464,Bobcaygeon,CA,44.5462,-78.542,75.88,91,88,6.15,overcast clouds
465,Rio Grande,BR,-32.035,-52.0986,46.51,80,3,1.07,clear sky
466,Moussoro,TD,13.6408,16.4901,82.47,61,48,10.98,scattered clouds
467,Brae,GB,60.3964,-1.353,55.99,93,80,10.94,broken clouds
468,Itoman,JP,26.1247,127.6694,88.57,86,75,13.8,broken clouds
469,Buraydah,SA,26.326,43.975,88.25,12,5,7.54,clear sky
470,Vysokogornyy,RU,50.1167,139.15,55.94,99,100,2.08,overcast clouds
471,Fomboni,KM,-12.28,43.7425,76.75,68,27,14.36,scattered clouds
472,Novyy Urengoy,RU,66.0833,76.6333,60.46,56,100,11.16,overcast clouds
473,Praya,CV,14.9215,-23.5087,75.74,88,75,12.66,broken clouds
474,Oranjemund,NA,-28.55,16.4333,54.7,94,13,6.06,few clouds
475,Benito Juarez,MX,19.385,-99.165,71.01,51,100,13.8,overcast clouds
476,Sao Desiderio,BR,-12.3633,-44.9733,70.77,51,23,5.37,few clouds
477,Sangar,RU,63.9242,127.4739,77.04,66,25,9.4,scattered clouds
478,Rock Sound,BS,24.9,-76.2,82.47,77,8,12.12,clear sky
479,Basco,PH,20.4487,121.9702,85.12,79,85,15.68,overcast clouds
480,Atherton,GB,53.5237,-2.4935,80.22,51,28,4.74,scattered clouds
481,Loa Janan,ID,-0.583,117.095,77.23,86,98,0.58,overcast clouds
482,Port Arthur,CN,38.8,121.2667,82.62,80,60,7.09,broken clouds
483,Pitanga,BR,-24.7572,-51.7614,57.94,99,87,3.98,overcast clouds
484,Oktyabrskoye,RU,43.0645,44.7417,66.34,83,39,4.47,scattered clouds
485,Sorong,ID,-0.8833,131.25,78.6,84,97,5.61,overcast clouds
486,Saint-Leu,RE,-21.15,55.2833,67.06,67,10,8.19,clear sky
487,Bonnyville,CA,54.2668,-110.735,82.2,61,75,2.84,broken clouds
488,Mauriti,BR,-7.3892,-38.7744,71.92,64,10,9.53,clear sky
489,Sondrio,IT,46.169,9.8692,75.78,58,65,2.66,broken clouds
490,Thaba-Tseka,LS,-29.522,28.6084,38.37,38,0,5.41,clear sky
491,Jalor,IN,25.35,72.6167,82.02,82,100,5.88,overcast clouds
492,Flin Flon,CA,54.7682,-101.865,84.04,34,40,5.75,smoke
493,Rawson,AR,-43.3002,-65.1023,43.92,49,45,14.47,scattered clouds
494,Qingdao,CN,36.0986,120.3719,80.2,89,37,2.24,mist
495,Marsa Matruh,EG,31.3525,27.2453,77.2,78,0,11.5,clear sky
496,Tezu,IN,27.9167,96.1667,75.29,99,100,1.39,overcast clouds
497,Lubaczow,PL,50.157,23.1234,55.51,75,75,3.8,broken clouds
498,Domoni,KM,-12.2569,44.5319,73.49,76,24,9.26,few clouds
499,Chingirlau,KZ,51.095,54.0814,78.53,43,26,13.42,scattered clouds
500,Jega,NG,12.2175,4.3792,74.8,87,99,8.63,light rain
501,Aksarka,RU,66.5606,67.7975,60.17,67,100,5.91,overcast clouds
502,Casablanca,MA,33.5928,-7.6192,73.62,78,2,8.99,clear sky
503,Teahupoo,PF,-17.8333,-149.2667,76.96,72,21,6.98,few clouds
504,Manono,CD,-7.3,27.4167,71.82,43,7,4.12,clear sky
505,Belyy Yar,RU,53.6039,91.3903,58.89,67,0,8.95,light rain
506,Tamiahua,MX,21.2667,-97.45,84.76,67,100,10.98,overcast clouds
507,Chany,RU,55.3121,76.7647,57.04,84,73,5.79,broken clouds
508,Thinadhoo,MV,0.5333,72.9333,83.48,71,100,12.08,overcast clouds
509,Pryozerne,UA,45.2698,36.3303,68.45,55,0,12.26,clear sky
510,Najran,SA,17.4924,44.1277,83.05,34,100,5.14,overcast clouds
511,Fort Nelson,CA,58.8053,-122.7002,65.79,68,75,6.91,heavy intensity shower rain
512,Nalut,LY,30.3333,10.85,80.69,27,0,11.99,clear sky
513,Villa Carlos Paz,AR,-31.4241,-64.4978,47.39,30,2,1.99,clear sky
514,Bondoukou,CI,8.0333,-2.8,67.64,95,55,4.18,broken clouds
515,Mirnyy,RU,62.5353,113.9611,60.24,72,100,4.0,overcast clouds
516,Severo-Yeniseyskiy,RU,60.3725,93.0408,51.21,96,100,1.77,overcast clouds
517,Eenhana,NA,-17.4667,16.3333,51.57,39,2,7.18,clear sky
518,Son La,VN,21.3167,103.9,74.77,93,100,1.41,overcast clouds
519,Saint-Georges,GD,12.0564,-61.7485,80.28,83,20,11.5,few clouds
520,Grootfontein,NA,-19.5667,18.1167,40.57,65,0,3.44,clear sky
521,Lasa,IT,46.6166,10.7002,72.48,84,73,1.7,broken clouds
522,Champerico,GT,14.3,-91.9167,91.94,75,71,5.97,broken clouds
523,Carutapera,BR,-1.195,-46.02,75.33,93,68,7.31,broken clouds
524,Sisimiut,GL,66.9395,-53.6735,44.87,90,100,1.45,overcast clouds
525,Venado,MX,22.9333,-101.0833,80.73,30,33,19.01,scattered clouds
526,Vega De Alatorre,MX,20.0333,-96.6333,84.83,72,34,12.28,scattered clouds
527,Alappuzha,IN,9.49,76.3264,73.99,87,100,8.32,overcast clouds
528,Araguaina,BR,-7.1911,-48.2072,78.21,42,17,4.61,few clouds
529,Lere,NG,10.387,8.5726,66.81,97,79,4.83,broken clouds
530,Mangla,PK,31.8931,72.3817,91.27,55,6,4.07,clear sky
531,Emba,KZ,48.8264,58.1442,84.33,29,12,9.62,few clouds
532,Jalingo,NG,8.8833,11.3667,72.7,91,78,2.91,broken clouds
533,Solok,ID,-0.7918,100.6593,65.35,80,31,1.05,scattered clouds
534,Dharur,IN,18.8167,76.1167,69.82,89,99,12.24,overcast clouds
535,Luwingu,ZM,-10.2621,29.9271,52.47,75,21,4.43,few clouds
536,Cabedelo,BR,-6.9811,-34.8339,75.87,85,40,16.4,scattered clouds
537,Hamilton,US,39.1834,-84.5333,82.92,73,40,5.75,scattered clouds
538,Sooke,CA,48.3746,-123.7276,69.51,72,21,16.11,few clouds
539,Talcahuano,CL,-36.7167,-73.1167,46.08,76,0,4.61,clear sky
540,Santiago Del Estero,AR,-27.7951,-64.2615,56.79,42,0,7.14,clear sky
541,Linhares,BR,-19.3911,-40.0722,66.06,89,24,2.04,few clouds
542,Dudinka,RU,69.4058,86.1778,61.63,59,73,11.07,broken clouds
543,Sept-Iles,CA,50.2001,-66.3821,70.32,80,75,2.3,broken clouds
544,Sokoto,NG,13.0609,5.239,75.51,84,87,5.99,overcast clouds
545,Ugoofaaru,MV,5.6667,73.0,82.38,77,100,19.13,overcast clouds
546,Cap Malheureux,MU,-19.9842,57.6142,67.46,72,48,10.0,scattered clouds
547,Worland,US,44.0169,-107.9554,97.68,25,0,9.22,clear sky
548,Cabo Rojo,PR,18.0866,-67.1457,82.98,84,42,7.52,scattered clouds
549,Silvania,BR,-16.6589,-48.6081,64.87,39,0,6.49,clear sky
550,Xixiang,CN,35.1628,112.865,79.9,59,100,8.25,overcast clouds
551,Mae Sai,TH,20.4335,99.8762,76.6,91,99,0.72,moderate rain
552,Sete Lagoas,BR,-19.4658,-44.2467,69.08,53,1,7.23,clear sky
553,Tiznit,MA,29.5833,-9.5,79.38,47,32,1.81,scattered clouds
554,Zabid,YE,14.1951,43.3152,87.78,45,77,2.68,broken clouds
555,Maniitsoq,GL,65.4167,-52.9,44.51,90,100,2.8,overcast clouds
556,Mwinilunga,ZM,-11.7358,24.4293,52.12,63,33,3.98,scattered clouds
557,Yining,CN,29.0361,114.5636,81.27,84,100,0.83,overcast clouds
558,Santa Maria,BR,-29.6842,-53.8069,47.5,100,0,2.3,clear sky
559,Eureka,US,40.8021,-124.1637,74.12,73,27,5.99,scattered clouds
560,Bilma,NE,18.6853,12.9164,92.84,14,63,8.99,broken clouds
561,Ajaccio,FR,42.0,8.9167,73.45,57,0,8.05,clear sky
562,Murgab,TM,37.4966,61.9714,78.67,36,0,4.61,clear sky
563,Longido,TZ,-2.7333,36.6833,58.12,85,66,7.45,broken clouds
564,Mitsamiouli,KM,-11.3847,43.2844,75.29,74,29,11.68,scattered clouds
565,Fare,PF,-16.7,-151.0167,75.58,71,8,3.58,clear sky
566,Omboue,GA,-1.5746,9.2618,72.36,83,71,7.09,broken clouds
567,Bibbiena,IT,43.6965,11.8135,68.59,42,0,4.97,clear sky
568,Kholodnyy,RU,62.7167,147.95,73.65,64,93,7.9,overcast clouds
569,Saulkrasti,LV,57.2622,24.4147,58.78,80,97,7.83,overcast clouds
570,Wexford,IE,52.3342,-6.4575,66.13,71,100,3.67,overcast clouds
571,Celestun,MX,20.8667,-90.4,87.08,68,56,14.99,broken clouds
572,Varhaug,NO,58.6147,5.6457,57.88,86,9,4.32,clear sky
573,Arica,CL,-18.475,-70.3042,60.35,77,40,6.91,scattered clouds
574,Prince Rupert,CA,54.3161,-130.3201,57.29,94,100,5.75,light rain
575,Bundibugyo,UG,0.7414,30.0417,66.34,76,66,2.95,broken clouds
576,Petrokamenskoye,RU,57.716,60.6484,63.05,91,64,4.03,broken clouds
577,Talavera De La Reina,ES,39.9635,-4.8308,77.07,28,0,12.44,clear sky
578,Golden,US,39.7555,-105.2211,94.71,31,89,4.0,overcast clouds
579,Gizo,SB,-8.103,156.8419,83.71,64,65,4.61,broken clouds
580,Torfyanoy,RU,58.4916,49.1979,62.06,99,100,8.66,moderate rain
581,Manukan,PH,8.5333,123.1,75.92,91,100,4.9,moderate rain
582,Kuytun,RU,54.3419,101.5036,57.74,86,100,7.2,overcast clouds
583,Sabang,ID,5.8933,95.3214,82.51,72,33,14.94,scattered clouds
584,Yei,SS,4.095,30.6779,64.98,99,100,2.44,overcast clouds
585,Santander,ES,43.4647,-3.8044,67.46,87,0,5.99,clear sky
586,Ipameri,BR,-17.7219,-48.1597,64.72,40,1,7.34,clear sky
587,Salzwedel,DE,52.85,11.15,66.02,55,55,1.34,broken clouds
588,Naryan-Mar,RU,67.6713,53.087,59.34,77,58,7.11,broken clouds
589,Dalbandin,PK,28.8947,64.4101,84.92,60,28,8.08,scattered clouds
590,Skagen,DK,57.7209,10.5839,62.78,83,83,19.69,broken clouds
591,Darhan,MN,49.4867,105.9228,70.45,49,49,3.78,scattered clouds
592,Sibenik,HR,43.7272,15.9058,74.86,32,1,7.99,clear sky
593,Cheney,US,47.4874,-117.5758,79.29,34,75,14.97,broken clouds
594,Zhetysay,KZ,40.7333,68.3,73.51,43,0,7.43,clear sky
595,Jacqueville,CI,5.2052,-4.4146,76.77,76,51,11.97,broken clouds
596,Tres Lagoas,BR,-20.7511,-51.6783,76.06,55,73,6.02,broken clouds
597,Alyangula,AU,-13.8483,136.4192,75.09,62,84,10.2,broken clouds
598,The Valley,AI,18.217,-63.0578,82.54,74,40,11.5,scattered clouds
599,Veisiejai,LT,54.1,23.7,56.07,98,93,5.66,overcast clouds
600,Rayong,TH,12.8333,101.4333,84.79,99,73,1.61,heavy intensity rain
601,Wana,PK,32.2989,69.5725,77.2,70,0,0.65,clear sky
602,Sawtell,AU,-30.3833,153.1,59.18,51,100,14.97,overcast clouds
603,Tarabuco,BO,-19.1667,-64.9167,52.27,53,72,4.23,broken clouds
604,Shchors,UA,51.8186,31.945,52.81,89,19,5.68,few clouds
605,Dali,CN,25.7,100.1833,65.52,90,100,3.98,overcast clouds
606,Gunjur,GM,13.2019,-16.7339,80.67,78,0,2.3,clear sky
607,Xai-Xai,MZ,-25.0519,33.6442,65.14,94,0,5.57,clear sky
608,Rudraprayag,IN,30.2833,78.9833,77.67,90,56,0.74,broken clouds
609,Iisalmi,FI,63.5592,27.1907,48.0,96,95,3.11,overcast clouds
610,Skegness,GB,53.1436,0.3363,79.05,48,46,9.44,scattered clouds
611,Wladyslawowo,PL,54.7909,18.4009,65.01,71,100,8.55,overcast clouds
612,Kathu,TH,7.9178,98.3332,86.76,82,59,11.81,broken clouds
613,Vanimo,PG,-2.6741,141.3028,78.46,88,93,1.59,overcast clouds
614,Barsi,IN,18.2333,75.7,71.58,91,100,6.64,overcast clouds
615,Waipawa,NZ,-41.4122,175.5153,57.81,64,100,10.83,overcast clouds
616,Catamarca,AR,-28.4696,-65.7852,53.78,47,0,1.99,clear sky
617,Ayan,RU,56.45,138.1667,56.93,97,100,10.04,light rain
618,Liverpool,GB,53.4106,-2.9779,80.62,49,0,5.75,clear sky
619,Liberta,AG,17.0333,-61.7833,79.34,74,75,10.36,broken clouds
620,Tokmak,UA,47.2514,35.7058,57.96,66,0,7.25,clear sky
621,Sidi Ali,DZ,36.0998,0.4206,75.29,75,0,2.06,clear sky
622,Caraballeda,VE,10.6112,-66.8522,84.27,70,40,3.44,scattered clouds
623,Hambantota,LK,6.1241,81.1185,78.17,84,51,12.71,broken clouds
624,Touros,BR,-5.1989,-35.4608,75.69,87,85,13.29,light rain
625,Kosh-Agach,RU,50.0,88.6667,43.88,88,95,5.84,overcast clouds
626,Catarman,PH,12.4989,124.6377,81.16,81,53,2.8,broken clouds
627,Bandarbeyla,SO,9.4942,50.8122,75.83,75,89,33.13,overcast clouds
628,Madruga,CU,22.9114,-81.8561,79.86,83,24,8.37,few clouds
629,Wangqing,CN,43.3218,129.7634,64.44,97,100,1.83,overcast clouds
630,Pulaski,US,34.7668,-92.3001,96.94,66,40,11.5,scattered clouds
631,Knoxville,US,35.9606,-83.9207,76.01,92,75,9.22,broken clouds
632,Qinzhou,CN,21.95,108.6167,85.62,80,100,11.3,overcast clouds
633,Mbarara,UG,-0.608,30.65,66.85,51,73,2.01,broken clouds
634,Safaga,EG,26.7292,33.9365,87.58,41,12,4.36,few clouds
635,Porto Walter,BR,-8.2686,-72.7439,71.94,98,57,1.63,broken clouds
636,Humaita,BR,-7.5061,-63.0208,79.29,53,7,1.81,clear sky
637,Rio Gallegos,AR,-51.6226,-69.2181,35.65,80,0,16.11,clear sky
638,Galle,LK,6.0367,80.217,79.38,84,77,17.09,broken clouds
639,Savonlinna,FI,61.8699,28.88,53.65,94,0,3.44,clear sky
640,Moscow,RU,55.7522,37.6156,56.75,79,39,9.44,scattered clouds
641,Zhigansk,RU,66.7697,123.3711,49.98,81,100,17.54,light rain
642,Maxixe,MZ,-23.8597,35.3472,66.76,90,3,0.78,clear sky
643,Parrita,CR,9.5201,-84.3225,78.71,88,95,1.16,overcast clouds
644,Ostrovnoy,RU,68.0531,39.5131,53.53,84,13,6.44,few clouds
645,Puerto Del Rosario,ES,28.5004,-13.8627,73.15,73,0,11.5,clear sky
646,Sao Paulo De Olivenca,BR,-3.3783,-68.8725,74.23,96,90,2.84,overcast clouds
647,Xinyu,CN,27.8043,114.9334,78.62,95,100,3.31,overcast clouds
648,Beringovskiy,RU,63.05,179.3167,55.04,50,8,22.24,clear sky
649,Plouzane,FR,48.3833,-4.6167,79.12,55,0,6.91,clear sky
650,Gbarnga,LR,6.9956,-9.4722,69.37,98,96,3.53,overcast clouds
651,Chapais,CA,49.7834,-74.8492,80.38,55,78,5.48,broken clouds
652,Gisborne,NZ,-38.6533,178.0042,58.73,68,100,5.12,overcast clouds
653,Aguimes,ES,27.9054,-15.4461,70.43,73,20,28.77,few clouds
654,Machico,PT,32.7,-16.7667,70.72,80,20,9.22,few clouds
655,Pakenham,AU,-38.0667,145.4833,48.15,92,6,3.0,clear sky
656,Shubarshi,KZ,48.5872,57.1869,84.9,26,24,11.95,few clouds
657,Shitanjing,CN,39.2342,106.3439,67.71,49,100,4.43,overcast clouds
658,Gazanjyk,TM,39.2446,55.5154,84.76,21,0,3.44,clear sky
659,Beyneu,KZ,45.3167,55.2,88.14,24,0,16.51,clear sky
660,San Jeronimo,PE,-11.9472,-75.2829,51.37,73,98,0.54,overcast clouds
661,Cap-Aux-Meules,CA,47.3821,-61.8597,73.45,73,40,10.36,scattered clouds
662,Porto Novo,BJ,6.4965,2.6036,76.82,84,85,5.73,overcast clouds
663,Vung Tau,VN,10.346,107.0843,80.4,86,99,9.84,overcast clouds
664,Marystown,CA,47.1666,-55.1483,63.86,100,93,1.01,overcast clouds
665,Boyolangu,ID,-8.1181,111.8935,75.61,86,87,2.71,overcast clouds
666,Ilebo,CD,-4.3167,20.5833,69.1,98,46,1.52,scattered clouds
667,Fairbanks,US,64.8378,-147.7164,62.6,69,100,16.11,overcast clouds
668,Mezen,RU,65.8522,44.24,56.53,88,100,5.86,overcast clouds
669,Winnenden,DE,48.8756,9.3982,68.0,73,20,3.6,few clouds
670,Pierre,US,44.3683,-100.351,106.72,25,0,19.57,clear sky
671,Collie,AU,-33.3667,116.15,45.75,92,6,4.21,clear sky
672,Wadi Musa,JO,30.3222,35.4793,69.82,58,1,2.21,clear sky
673,Kurdzhinovo,RU,43.9884,40.9552,60.49,97,100,1.01,overcast clouds
674,Jalu,LY,29.0331,21.5482,81.48,36,0,9.06,clear sky
675,Road Town,VG,18.4167,-64.6167,82.44,74,40,13.8,scattered clouds
676,Wewak,PG,-3.5534,143.6268,81.43,77,98,1.57,overcast clouds
677,Peniche,PT,39.3558,-9.3811,68.29,88,3,8.97,clear sky
678,Borgarnes,IS,64.5383,-21.9206,53.65,84,100,3.42,overcast clouds
679,Kokoda,PG,-8.8785,147.7407,83.88,69,51,4.38,broken clouds
680,Kargala,RU,56.6208,83.9607,52.9,96,89,5.3,overcast clouds
681,San Quintin,MX,30.4833,-115.95,74.61,64,1,9.98,clear sky
682,Bathsheba,BB,13.2167,-59.5167,83.01,85,40,19.57,scattered clouds
683,Tabory,RU,58.5198,64.5495,63.57,77,96,1.7,overcast clouds
684,Jacareacanga,BR,-6.2222,-57.7528,78.82,55,29,2.04,scattered clouds
685,Chanasma,IN,23.7167,72.1167,81.88,80,95,10.38,overcast clouds
686,Ekibastuz,KZ,51.6667,75.3667,65.59,53,28,4.76,scattered clouds
687,Balkhash,KZ,46.844,74.9804,72.19,42,54,9.51,broken clouds
688,Arlit,NE,18.7369,7.3853,90.88,31,89,5.7,light rain
689,Nanzhang,CN,31.7765,111.8386,80.37,86,91,1.77,overcast clouds
690,Vila Velha,BR,-20.3297,-40.2925,71.55,85,0,3.44,clear sky
691,Ambalavao,MG,-21.8333,46.9333,55.89,92,100,9.04,light rain
692,Regeneracao,BR,-6.2378,-42.6883,78.73,32,32,8.48,scattered clouds
693,Chulman,RU,56.8479,124.9104,64.04,88,97,3.44,light rain
694,Tebingtinggi,ID,3.3285,99.1625,75.09,96,97,3.02,overcast clouds
695,Vilyuysk,RU,63.7553,121.6247,65.53,96,98,6.91,overcast clouds
696,Sant Feliu De Guixols,ES,41.7833,3.0333,80.13,63,0,3.51,clear sky
697,Vondrozo,MG,-22.8167,47.2833,58.44,93,100,4.72,light rain
698,Belyy,RU,55.8402,32.9419,48.85,95,75,4.79,broken clouds
699,Laramie,US,41.3114,-105.5911,90.09,21,0,21.85,clear sky
700,Skerries,IE,53.5828,-6.1083,75.0,78,100,4.14,overcast clouds
701,Kalabo,ZM,-14.97,22.6814,49.8,60,1,5.12,clear sky
